Misspelled Name,Correct Name
mbslim,muslim
khbir,kabir
sharmily,sharmili
anmoo,anmol
gudoa,gudia
rrmpati,rampati
buran,biran
aojila,anjila
vimnkt,vimukt
roopsingg,roopsingh
mahinuoin,mahinudin
azriddin,azruddin
sharnawaj,shahnawaj
iainab,jainab
lawmi,laxmi
nasreeca,nasreema
snbhagi,subhagi
payaqa,payana
rakemh,rakesh
garmh,garsh
jaijairom,jaijairam
rimmz,rimmi
shoukyt,shoukat
zaseen,haseen
amiua,amita
kuntr,kunti
abfilash,abhilash
amit,amit
mandiry,mandira
yuvqaj,yuvraj
kwran,karan
ashshwnr,ashshwer
sarabjeet,sarabjeet
naau,nanu
ramkakhan,ramlakhan
suboch,subodh
vajeswary,rajeswary
sudhdnsu,sudhansu
vahau,vahab
syahzadi,shahzadi
nijamukeen,nijamudeen
sagirdn,sagiran
sangetd,sangeta
tubki,tulki
nnupama,anupama
wlseepa,alseepa
mukttiyar,mukhtiyar
mazya,marya
pqrveena,parveena
ujajma,ujamma
bhoki,bholi
manar,manav
suima,susma
akaksh,akansh
dildar,dildar
lukky,lucky
mowish,monish
kuaare,kumare
dykshant,dikshant
gansan,gonsan
aril,adil
sarjaha,sarjaha
sabbav,sabbar
kamaljeeb,kamaljeet
rhwana,rawana
sagat,sagan
imavan,imaman
raqdev,ramdev
lasi,lavi
aflam,aslam
rahjit,ranjit
tejendcr,tejender
sajmeev,sajmeen
sacyin,sachin
sfma,sema
warender,narender
kosal,kosar
fitrar,fitrat
johiya,jomiya
oavitri,savitri
vikramjnet,vikramjeet
atknu,atanu
jaijeep,jaideep
chaturbhuj,chaturbhuj
nizutma,nirutma
mrityunjay,mrityunjay
mansx,mansa
goldaf,goldan
haina,maina
yhhitar,chhitar
mawium,marium
maxjar,manjar
julficar,julficar
chitrnnjan,chitranjan
abgand,aagand
sabvedna,samvedna
moraa,moral
hprbir,harbir
vhankar,shankar
harikdshan,harikishan
nenda,nanda
shivadika,shivalika
rashili,rashimi
nusra,busra
masy,mast
nazvni,nazani
xiha,miha
minakui,minaksi
vajdut,rajdut
szakeena,shakeena
jitendjra,jitendera
jaanab,jainab
bhaqvar,bhanvar
"sml,","smt,"
beao,belo
nankesh,nankesh
perkasr,perkash
padac,padam
msnuja,manuja
majjda,majida
anyu,anju
janesbwar,janeshwar
lharanjeet,sharanjeet
sewett,seweta
dilsfad,dilshad
chtatar,chhatar
mikll,mikel
vaia,vaid
motok,matok
dcmpu,dimpu
kashfir,kashmir
bmban,baban
isiwar,ishwar
aamhin,aamrin
bhajankeep,bhajandeep
aurupreet,gurupreet
vishwjeeh,vishwjeet
sqfali,sefali
somel,sohel
mhusin,mousin
jvmi,jimi
sanchst,sanchit
nbane,ebane
anupamk,anupama
pioty,jioty
oajan,rajan
shushilb,shushila
havena,ravena
jitkndra,jitendra
tcnu,tanu
adutosh,asutosh
goyti,gomti
ankkla,ankala
dorulal,dorilal
rehnaj,sehnaj
waklr,wakar
lrvi,lavi
simrapjeet,simranjeet
rupaki,rupali
rhaila,shaila
roqil,rohil
sanwi,janwi
sava,seva
golla,gollu
mehbdob,mehboob
jaimaqi,jaimati
fushapa,pushapa
sobba,sabba
ajarin,afarin
baldbv,baldev
ganpas,ganpat
lazish,lavish
suetha,swetha
kidhi,nidhi
cari,hari
narneen,nazneen
sajanm,sajana
rica/,rina/
fooljhnwh,fooljhnah
mac,mam
ammak,ammar
kamwesh,kamlesh
ramieer,ramveer
premlc,premla
iajbiri,rajbiri
pabloo,babloo
sand,saud
jadir,jamir
qirshn,kirshn
cavi,pavi
rhote,chote
fiola,foola
dpli,dali
sukjsh,sukesh
paovi,palvi
hassa,hafsa
swital,shital
chhansa,chhanya
lalj,lala
swaranceet,swaranjeet
mikeu,mikel
dhagam,dharam
parad,param
rankt,ranki
mamp,mamt
yashsvb,yashsvi
satsanti,satwanti
suhann,suhani
shxina,shaina
akida,abida
perdeep,pardeep
jazdeesh,jagdeesh
guhfasa,gulfasa
amarnajh,amarnath
premk,prema
dtnd,dund
susain,husain
preyojut,preyojit
uupam,rupam
balalga,balalia
ku0,km0
paryanya,paryanka
esraol,esrail
,
jasmeeu,jasmeet
bplveer,balveer
jasdm,jasim
sarioa,sarika
narbdj,narbda
shaydha,shardha
gadhadalal,radhadalal
kulwanw,kulwant
samseo,samser
somesder,somender
oada,rada
beekrr,beekar
ayifa,arifa
ranitr,ranita
szmeer,sameer
uojwal,ujjwal
mfya,maya
kandu,mandu
janed,javed
risajh,risabh
daran,karan
tarena,taruna
pehbob,mehbob
biranjan,niranjan
daljeit,daljeet
diwaa,diwan
rvhish,rahish
salaqddin,salauddin
pirhanka,piryanka
phoxli,phooli
jyelet,vyelet
sakuntula,sakuntala
satynarayqn,satynarayan
audesh,avdesh
rihol,rihal
senses,senser
bzhar,azhar
vwrda,varda
nee,nej
rezwan,rizwan
chandrashekvar,chandrashekhar
numedh,numesh
vaibahy,vaibahv
hmriti,smriti
swaranjeeg,swaranjeet
hutesh,hitesh
radidutt,ravidutt
subzni,subani
voeru,veeru
faican,faizan
oazhar,mazhar
zaramjeet,paramjeet
rrhim,rahim
kooke,kooki
ltv,lav
tirlth,tirath
rjmdas,ramdas
lukmae,lukman
zahfr,zahir
pangipa,pangita
aditym,aditya
foranxa,foranta
ddepka,deepka
veewendra,veerendra
brajendsa,brajendra
premwafi,premwati
ayhtari,akhtari
sunicha,sunitha
bhawae,bhawar
sachidanrnd,sachidanand
puspv,puspa
rozq,rozy
jazar,jafar
kapir,kabir
subhadva,subhadra
arnab,arnab
pufhpendr,pushpendr
ketac,ketan
tclaram,tolaram
rupale,rupali
pqitibha,pritibha
anoepama,anoopama
vegra,veera
slmar,samar
yourau,youraj
dbv,dev
amijhn,amijan
hmten,hiten
bailu,ballu
raykish,ramkish
naldi,nandi
angaa,angad
niaa,nila
jiyus,piyus
nrnabjit,arnabjit
skakuna,shakuna
uheem,bheem
jauuneesha,javuneesha
nidhi,nidhi
asta,atta
gtlfsal,gulfsal
suzhansu,sudhansu
jhanst,jhansi
tenisha,tanisha
jitandmr,jitander
rahdev,sahdev
kamfl,kamal
faneem,fareem
mxnash,manash
oabiya,mabiya
divarat,divaraj
jatif,jarif
kunwar,kunwar
kausiar,kaushar
yhahabuddin,shahabuddin
nitegh,nitesh
princc,prince
gurbochan,gurbachan
ggttu,gattu
nassln,nassin
nadhqm,nadhim
yashodhh,yashodha
parmeshwab,parmeshwar
shasvikant,shashikant
raghuvinder,raghuvinder
subeta,suneta
niranjdn,niranjan
naryrn,naryan
sonayi,sonaki
minavsi,minaksi
ioma,homa
amarjelt,amarjeet
oorav,gorav
randwir,randhir
amriqh,amrish
uubiya,rubiya
noornaha,noorjaha
bhaxkah,bharkah
rafiv,rafiq
targi,gargi
mart,mamt
yaadrae,yaadram
vibkey,vickey
runnu,rennu
mumta,mamta
kripaq,kripal
kusumwata,kusumlata
prinkaba,prinkaya
aayhi,aashi
zarsh,garsh
japnbet,japneet
hasmit,harmit
pfiyansi,priyansi
bausad,nausad
babtn,baban
nogmi,noomi
sxyama,shyama
almddin,aluddin
saizwd,saizad
sensxr,senser
nandfi,nandni
gruchrae,gruchran
abzadi,aazadi
raearam,rajaram
rtchnu,rachnu
jindi,bindi
babrat,bahrat
gurmtl,gurmel
noorolam,nooralam
ranleep,randeep
panmsti,panmati
abvijit,abhijit
baleshper,baleshwer
vurendra,virendra
arurudh,anurudh
kushagrd,kushagra
mmnku,manku
pviju,priju
asanfi,asanti
sisham,visham
davyani,devyani
mabohar,manohar
vikrank,vikrant
ehreej,dhreej
davendzr,davender
kashia,aashia
badali,babali
jaushaliya,kaushaliya
sanheevan,sanjeevan
cqanpa,chanpa
iehjal,sehjal
shabro,shabra
wultan,multan
ekamjeew,ekamjeet
kaayini,kaamini
goeri,gouri
syamsundex,syamsunder
parvikder,parvinder
yasepal,yashpal
amsri,amiri
sikanded,sikander
aribt,ariba
sheily,shelly
bishnk,bishnu
basirak,basiran
furhhan,furkhan
kariz,karim
cramil,pramil
hadu,kadu
spnayna,sunayna
dltab,altab
rlsab,rasab
gurjil,gurjit
chanju,chajju
mesaj,mesak
lajita,lalita
nizamuddin,nizamuddin
mahimo,mahima
vipyawati,vidyawati
ramilj,ramila
jcmee,jamee
vajkarnta,rajkarnta
mumoaj,mumtaj
bittox,bittoo
nismu,nishu
soalig,shalig
aawatri,sawatri
kvshbu,khshbu
suchip,suchit
mukashir,mubashir
wamchandr,ramchandr
muliman,mukiman
omparsad,omparsad
akansp,akansh
divn,divy
batasi,batasi
teeratm,teerath
oili,mili
susrata,susmata
trapta,tripta
manbritkour,manpritkour
shatei,shathi
worj,jorj
mvnaxi,minaxi
dharmcndera,dharmendera
babuprri,babupuri
saraoraj,sarafraj
atnish,avnish
ajiia,ajima
dharmandra,dharmandra
sulekaa,sulekha
sipali,dipali
sweets,sweety
khzshnasiba,khushnasiba
eangeeta,sangeeta
abhisoak,abhishak
pajbir,rajbir
hanwu,handu
dhermendma,dhermendra
samadq,samadh
paramdeep,paramdeep
lekuraj,lekhraj
eeni,beni
raahab,radhab
moofa,moona
krishp,krishn
hdbiba,habiba
sidbart,sidhart
ramchandra,ramchandra
rajbjri,rajbiri
asism,asish
bmena,beena
hareom,hariom
krishxn,krishan
ayhshi,ayushi
ishrak,ishrat
menju,manju
bimlerh,bimlesh
damrdar,damodar
vijaypas,vijaypal
omjont,omjone
suzena,sunena
sakira,sagira
priyaha,priyaka
rkeeyan,raeeyan
mufund,mukund
santarh,santara
moeni,mohni
xkansha,akansha
rrsab,rasab
qispal,sispal
ninw,nini
fakihm,fakiha
razkiashan,ramkiashan
kokiu,kokil
kavikash,kavilash
alkya,aliya
rehon,rehan
rpmrati,ramrati
giqinda,givinda
dwariwa,dwarika
qekhai,rekhai
sistn,sisty
rpbecca,rebecca
mshabir,mahabir
vinash,vikash
repesh,rupesh
ohi,oli
razat,rajat
jagditsh,jagdiesh
narenura,narendra
marshilah,marshilah
rakeeea,rakeeba
alpesha,aleesha
pasvashi,parvashi
raghuveeo,raghuveer
asqnu,ashnu
miythun,mitthun
awhijeet,abhijeet
antila,antima
daep,deep
larinka,parinka
bushra,bushra
mmnka,minka
prynnka,pryanka
deqa,deba
gunjh,gunja
ankkla,ankala
bajeangi,bajrangi
sanpj,sanoj
tavvrsum,tavvasum
easpreet,jaspreet
amjad,amjad
subhani,subhagi
nvraish,nuraish
captxin,captain
vidhaviti,vidhavati
naseemb,naseema
nrkki,nikki
virkky,vickky
radheka,radhika
hzr,har
bhega,mhega
zambhool,rambhool
mqhd,mohd
pmol,pool
milthu,mitthu
nayara,nayaka
divqie,divaie
mnna,mina
atokha,anokha
koysli,koyali
akhtlr,akhtar
pyani,pyari
caotibai,chotibai
mknju,manju
aargti,aarati
samva,samra
konji,konti
oeeuty,beeuty
kamlajket,kamlajeet
vazesh,vakesh
jenimer,jenifer
dhgeraj,dheeraj
vinna,vinna
nirutoa,nirutma
promita,promila
jhafna,jharna
dhrampag,dhrampal
shor,shur
naphe,nanhe
plmmi,pammi
asiyf,asiya
bhuru,bhure
dharamegder,dharamender
gklbasha,gulbasha
jubera,jubeda
wayawati,dayawati
boranta,foranta
radjt,radat
koshalyw,koshalya
srzya,sazya
aejani,anjani
rumedt,rumeet
larhmi,lakhmi
cqand,chand
gyajn,gyaan
kusemita,kushmita
fjab,ajab
rasat,rajat
oaidas,saidas
tahbuddin,sahbuddin
kbsori,kisori
ninki,rinki
iayda,jayda
pxableen,prableen
piiesh,piuesh
biluis,bilkis
khosbhu,khusbhu
fhunaram,chunaram
kamleshzar,kamleshwar
sadvir,yadvir
ajat,ajaj
toui,toni
ankii,ankit
ishwaui,ishwari
gasida,rasida
vnronika,veronika
mragti,pragti
dlljan,diljan
sehnvaz,sehnaaz
shug,shun
geelam,seelam
rzena,reena
ramlhal,ramphal
vishakxa,vishakha
premnture,premature
lusumakar,kusumakar
gyatti,gyatri
anekqa,anekha
pawaj,panaj
jasvant,jasvant
dauvi,dauji
promwati,premwati
stbana,shbana
zayra,sayra
rvhmat,rehmat
visiu,vishu
sirender,sitender
slkh,sukh
dwya,diya
tusa,tuba
miva,miha
jayade,jayada
miho,miha
nrishna,krishna
bhoma,bhima
soirishty,shirishty
birhjpal,birajpal
guilal,gurlal
omperkosh,omperkash
istbkar,istikar
sigran,simran
satendes,satender
keshali,veshali
faveena,raveena
diraga,duraga
mehronidha,mehronisha
mchardi,mohardi
lakku,lakki
mehboow,mehboob
hucma,hukma
prabhkeet,prabhjeet
ratx,ratn
nangey,nanhey
wasar,yasar
oasma,aasma
hennhochon,henkhochon
vikqi,vikki
parvenna,parveena
pardeep,pardeep
muzfm,muzim
vedehp,vedehi
nohi,sohi
sjneeta,suneeta
raviza,ravita
soby,sobi
kancai,kanchi
daul,paul
yakhsvi,yashsvi
badrulra,badrulla
devir,devik
inderqath,indernath
raxkiran,rajkiran
jakmata,jaimata
manavar,manuvar
mohinuddid,mohinuddin
nassrn,nassin
lyara,tyara
bahras,bahrat
gaideep,jaideep
samxuddin,samsuddin
nasnu,nannu
kifayit,kifayat
jayagti,jayanti
syndhaya,sandhaya
szoyab,shoyab
gotri,gouri
riphiraj,rishiraj
jagac,jagan
shmeiha,shmejha
paaam,param
kqdu,kadu
pardhumsn,pardhuman
lremi,premi
tnlsi,tulsi
samwt,samit
tohni,mohni
phooleshwar,phooleshwar
fithal,vithal
babupdin,babuddin
tajmahn,tajmaha
aashg,aashu
surendax,surendar
dorm,dord
rajendpr,rajendar
mzlkiat,malkiat
rupma,ruppa
yogefh,yogesh
auhijit,abhijit
scma,sima
ishwvri,ishwari
jiuat,jinat
chmndkor,chandkor
tamlima,taslima
pancuuri,panchuri
amarendrp,amarendra
hajrwt,hajrat
somzir,sombir
skyra,sayra
phaheen,shaheen
swban,soban
anupao,anupam
raeu,ranu
iekha,iesha
fgrida,firida
gourav,gourav
islab,islam
ppyush,piyush
seyaz,reyaz
jaurabh,saurabh
kismbi,kismti
guja,puja
vysha,aysha
soma,suma
safwli,safali
kismmi,kismti
brkya,brkha
givimda,givinda
vaziw,vazid
raxjanam,ramjanam
hanpf,hanif
nirajbhushan,birajbhushan
sajon,sajan
mahamed,mahammd
rieabh,risabh
shavnwaj,shahnwaj
szjni,sajni
rvtwari,ratwari
giran,kiran
menpyl,menpal
aishuarya,aishwarya
chhaterwnti,chhaterwati
kiyhore,kishore
iagjiwan,jagjiwan
mshwini,ashwini
satesh,satish
tapenper,tapender
balseet,baljeet
vasa,vasa
mdnuja,manuja
jawsigh,jaisigh
xakas,aakas
heeradal,heeralal
szarmila,sharmila
hkrmit,harmit
shabanmm,shabanam
uda,udi
manirym,maniram
racjani,ramjani
surneet,surjeet
munmun,munmun
manprituour,manpritkour
ibarhcm,ibarhim
joskn,josin
neharixa,neharika
ujih,ujir
kauhhar,kaushar
auishek,abishek
syamsundjr,syamsunder
sirtu,firtu
pawansizgh,pawansingh
habbar,sabbar
mitaly,mitali
deepznshi,deepanshi
brijljl,brijlal
bhorelal,bhorelal
zardas,hardas
rambhool,rambhool
abub,ayub
taroum,tarnum
pergeen,perveen
sbima,saima
gurpeet,gurjeet
ghansyam,ghansyam
pkemla,premla
prityam,prittam
genkingh,gensingh
tulti,tulki
ssmiya,samiya
jomdya,jomiya
rfna,rana
hhram,bhram
chilag,chirag
sgddiq,saddiq
abmer,ajmer
nxpam,nipam
tofio,tofik
inderpaj,inderpal
arhsana,aphsana
mjnu,monu
rukhsnf,rukhsna
mahinlra,mahindra
chhitax,chhitar
rajuanti,rajwanti
ragho,raghu
prenjit,premjit
sovabh,sorabh
manqol,mangol
sumqrta,sumirta
meenakasui,meenakashi
mobu,monu
lakhwn,lakhan
altkb,altab
gakana,gajana
mrhkar,mahkar
laytia,laltia
calina,aalina
vappu,pappu
afushka,anushka
mahyma,mahima
sangtta,sangeta
chamhli,chameli
iara,fara
tvtu,titu
gurfcan,gurfaan
munifh,munish
jahvni,jahani
vivham,visham
kulwindcr,kulwinder
rupsn,rupen
kushsgra,kushagra
haws,hawa
ramkkli,ramkali
andjav,andhav
vimal,vimal
shisuprl,shisupal
mataaeen,matadeen
mushpendr,pushpendr
ndj,nej
shivalfka,shivalika
hardai,hardas
uuchika,ruchika
laksemi,lakshmi
elimas,eliyas
bimla,bimla
iamta,kamta
salanthem,saranthem
jhqgdoo,jhagdoo
rozu,rozy
smt,smt
vwkesh,vakesh
maol,mool
some,somi
hirahal,hiralal
nanagyam,nanagram
binnu,bindu
fibakat,firakat
cntima,antima
mansho,manshi
piraj,piroj
marman,farman
fauii,fauji
chhynderpal,chhinderpal
iangadhar,gangadhar
gllabaksh,allabaksh
humant,sumant
bhylu,bholu
vaijantq,vaijanti
lhag,bhag
jammy,pammy
rakspa,raksha
fazvlla,fazulla
savtlal,santlal
diksjant,dikshant
deendyae,deendyal
sujath,sujata
rafpal,ranpal
motolsl,motolal
birbj,birij
ramvlti,ramvati
bcij,brij
kjranveer,karanveer
rafg,rafi
meenfxi,meenaxi
ranipyl,ranipal
mitik,ritik
daksdina,dakshina
sarafpaj,sarafraj
juity,buity
dipazshi,dipanshi
rubeya,rubiya
mdyak,mnyak
qawrn,sawrn
warmwti,warmati
pnpa,papa
ckhabeel,chhabeel
jugnnder,jugender
deepanvhu,deepanshu
shlka,shika
saxma,sayma
nnelam,neelam
aeharban,meharban
haqib,harib
pankajsmeel,pankajsheel
mohain,mohsin
bhagyp,bhagya
sdeshta,saeshta
halks,halke
jaibyr,jaibir
dwpti,dipti
riyajudcin,riyajuddin
teeaam,teekam
phentu,peentu
briada,brinda
roki,roji
akaneha,akansha
gulsqer,gulsher
kishnarab,kishnaram
manehh,manesh
kyshana,kishana
phoomo,phoolo
iya,gya
ayashw,ayasha
livish,lavish
prabhjeen,prabhjeet
axandi,anandi
osier,osier
rupalc,rupali
shgida,shgita
kripyf,kripya
shahnaya,shahnaza
febi,jebi
sabresn,sabreen
porbh,sorbh
akashya,akashya
tribavdn,tribavan
rinkd,rinka
jxya,joya
kesuave,keshave
bhalarym,bhalaram
skutatla,skunatla
tej,taj
hardeu,hardev
rubert,robert
rajoya,rajiya
tlja,teja
pryn,prya
kisnore,kishore
raaputra,rajputra
saiy,sany
lkskshita,laskshita
zayid,zahid
gracn,grace
qman,aman
soonax,soonam
choci,choti
phapir,phakir
prablejn,prableen
almpna,alapna
baccye,bacche
afzoj,afzaj
xauad,dauad
aljan,anjan
qanveer,ranveer
minakshr,minakshi
neepa,neesa
sueama,sudama
kzkila,kokila
namalta,namarta
yogija,yogita
gulafsd,gulafsa
mpnlisa,manlisa
reetq,reeta
manjis,manjit
kapsl,kapil
swota,sweta
afjoz,afroz
kgleram,kaleram
kbanchan,khanchan
mzsmi,mosmi
parcab,partab
kampl,kamal
smws,smts
khurspid,khurshid
teshal,tushal
eimala,vimala
mhnmath,manmath
ankrag,anurag
manni,manni
surendwra,surendera
bhagwgna,bhagwana
shayab,shoyab
premmwati,premawati
devgsish,devasish
noorpa,noorpa
gaqsh,garsh
konwi,konti
dhramsir,dhrambir
prvtul,pratul
gularsha,gulabsha
kishore,kishore
sayerr,sayeri
avnxsh,avnish
vidhia,vidhya
batlu,ballu
gitlka,gitika
khamender,dhamender
sktnam,satnam
karbnveer,karanveer
naihi,naisi
kglvinder,kulvinder
hqrpal,harpal
puspva,puspha
gurukreet,gurupreet
jfdu,jadu
dhughu,dhukhu
oajone,omjone
sprindera,surindera
kaslm,kasim
qekchand,tekchand
nadin,nadim
niyaaz,niyaaz
dwrikapraspd,dwrikaprasad
karamjoet,karamjeet
maxsa,mansa
armed,ahmed
pryant,prsant
vhoga,choga
anati,arati
gavdhi,gandhi
badshea,badshya
priyaba,priyaka
frjann,frjana
sxheb,soheb
navlein,navleen
namurta,namarta
eathura,mathura
husnr,husno
karnevh,karnesh
sarkal,sarkar
cnoj,mnoj
jhuka,jhuma
rdmdhin,ramdhin
magdi,mandi
amika,amita
wman,aman
bobwy,bobby
chahderkala,chanderkala
jaffar,jaffar
sazvida,satvida
kaxil,kapil
cootan,chotan
beln,belo
scjana,sajana
llvli,lavli
bhorelaw,bhorelal
saritb,sarita
ishyn,ishan
bmuneshwar,bhuneshwar
promla,premla
santma,santna
kyshiram,kashiram
forsdan,forshan
nesfa,nesha
heura,heera
kooali,koyali
mahammo,mahammd
parw,pari
aanto,aasto
mahkdevi,mahadevi
fulmaya,fulmiya
nujur,nupur
sarabjio,sarabjit
rampatz,rampati
kivekanand,vivekanand
aaggnd,aagand
sacht,sachi
kwdu,kadu
tymra,tyara
karpshan,karishan
chlnta,chinta
pxrminder,parminder
santru,santrm
layta,layba
zeinat,zeenat
sukenty,sukenta
gathi,nathi
iinu,binu
balwqn,balwan
jjtander,jitander
presank,preyank
parderp,pardeep
zuber,juber
faimuadin,faimuddin
nvved,naved
saauiya,saaniya
deepki,deepti
sajba,sajda
yarhan,farhan
sahrui,sahrul
karamvir,karamvir
ramedhwer,rameshwer
tukj,tuka
mladwin,gladwin
fadhna,sadhna
narmada,narbada
bobby,bobby
rhmjanam,ramjanam
sizg,siza
bkgum,begum
khatar,chatar
yamulu,ramulu
jauchand,jaichand
mavni,manni
avqd,avid
jhuii,jhuhi
sumender,suminder
oarhaja,farhaja
eudasar,mudasar
gimanshu,himanshu
shashi,shashi
uamser,samser
kibiya,kiniya
apish,asish
sunit,sunil
najarapa,najarana
raizha,raisha
digansi,diwansi
qamini,kamini
modam,mosam
jixendera,jitendera
yatyam,satyam
vqkki,vikki
zrheeram,srheeram
jawhxr,jawhar
dhksa,dhisa
mhoombd,mhoomad
weli,wali
puspeyder,puspender
dixyh,dixya
breha,brkha
ssminder,suminder
rupfm,rupam
aarav,aarav
kosaveya,kosaleya
vipakha,vipasha
gwldasta,guldasta
yuvraj,yuvraj
sayha,sayna
sidiarth,siddarth
romila,rohila
rajya,rajna
salesta,saiesta
anx,any
gilbahar,gilbahar
nagim,nasim
salri,salmi
trlokchano,trlokchand
rlyajudhin,riyajudhin
kfipya,kripya
gaipri,gaitri
iepu,tepu
aendu,gendu
kmshri,keshri
fizw,fiza
vidishy,vidisha
srmiron,samiron
krilhen,krishen
silui,silpi
puwgpender,pusgpender
rupam,rupam
ruchs,ruchi
suchitrt,suchitra
zujibu,mujibu
madhdi,madhwi
sriniwksh,sriniwash
parxi,parsi
grishna,krishna
samaah,samadh
uony,tony
rukhsna,rukhsna
sarfhu,sardhu
sugdr,sugar
jhagdi,jhagdu
deepy,deepa
sukhdevw,sukhdevi
malb,mala
rahish,rajish
hemuta,hemuna
jamund,jamuna
sakul,nakul
xiddhi,siddhi
busdhu,bundhu
kaire,kamre
gurceet,gurmeet
lusgpender,pusgpender
heerj,heera
eapu,papu
bbrti,barti
dhhabeel,chhabeel
kvluram,kaluram
pramwd,pramod
jaipbakash,jaiprakash
ikbil,ikbal
sazl,sazi
aakauh,aakash
sharpb,sharib
xiya,diya
sansharam,mansharam
shamwin,shamrin
rupeh,rupen
jeeyan,jeevan
mhhfuj,mahfuj
bidhza,bidhya
nagqa,nagma
ijdta,indta
kgnya,kanya
yashum,kashum
canchit,sanchit
duny,duni
viqky,vicky
dayshing,jayshing
mujafir,mujefir
glrish,girish
snhkir,sahkir
karstma,karshma
parif,aarif
sexnaz,sehnaz
raukesh,ramkesh
akazsh,akaash
oohaib,sohaib
parvti,parvti
saeik,sarik
pranti,pragti
ammrjeet,amarjeet
praet,preet
matbar,matbar
goneshi,ganeshi
satomi,salomi
farjanvl,farjanul
sahanxj,sahanaj
vodya,vidya
rajdkt,rajdut
harbinjer,harbinder
harvej,parvej
shabrl,shabra
tadhim,nadhim
zaheer,zaheer
yita,sita
uahasingh,mahasingh
karanjeep,karandeep
stheb,saheb
jaoif,jarif
kahi,sahi
zheetal,sheetal
cdtar,chtar
dhardmender,dharamender
anjyli,anjali
midhan,madhan
cramal,pramal
shwad,shjad
lulichand,dulichand
frnabjit,arnabjit
moham,mohad
jitekder,jitender
sapal,saral
ianty,banty
oithlesh,mithlesh
auiket,aniket
vishakhb,vishakha
laluthp,lalutha
vicakra,vicakha
ovaish,ovaish
bhfgwana,bhagwana
sushanb,sushant
eaitik,naitik
aamel,aamil
cjitu,chitu
rhhman,rehman
chandriia,chandrika
rarki,rakki
bayu,batu
kriyhma,krishma
jasmhn,jasmen
sofoli,sofali
chatn,chain
kcta,keta
bhyama,shyama
sabiyf,sabiya
giyari,piyari
sadhanm,sadhana
aatikzn,aatikun
sataaprakash,satyaprakash
fatyawan,satyawan
uohit,mohit
sabren,sabrin
bhundkd,bhundki
reeku,reetu
bholq,bholu
ooydeep,joydeep
jaymohan,jagmohan
taitra,taitra
ashnu,ashnu
gargl,gargi
aritik,hritik
khaving,shaving
zhettan,chettan
fushank,pushank
anama,anara
xmesh,omesh
furkyan,furkhan
hadha,radha
miroj,firoj
kibiti,kiriti
mahkaj,mahkar
varsh,vansh
kmtti,kitti
mbhtab,mahtab
krishama,krishama
surenqr,surendr
sinva,sinta
sukdveer,sukjveer
aabsi,aansi
sushamn,sushama
jaiwantc,jaiwanti
samayh,samadh
naeim,naeem
mamdhuri,maadhuri
miyi,mili
asgapi,asgari
kajtan,kaptan
il0k,al0k
naanim,naajim
megr,megh
hukhtar,mukhtar
awdewh,awdesh
bauai,baudi
waieem,waseem
vbnit,vinit
swetng,swetna
viresh,wiresh
madamlal,madanlal
majidunisra,majidunisha
biyendra,bijendra
muskaah,muskaan
avanteka,avantika
sanju,ranju
bhopag,bhopal
devdndra,devendra
nazmnn,nazmin
kesfar,keshar
meknu,meenu
biila,bimla
nisdtha,nishtha
mnhender,mahender
neepika,deepika
ary,any
mohipuddin,mohinuddin
choptu,chottu
vinoz,vinod
dutd,dund
sakhichanker,sakhichander
gjecder,gjender
joyty,joyti
nutah,nutan
scalu,shalu
azaruddiz,azaruddin
hamga,hamza
moncka,monika
haorat,hajrat
rohaaz,rohaan
satyvatp,satyvati
gulnhafa,gulshafa
doamender,dhamender
jamung,jamuna
zahuer,zaheer
afboz,afroz
busharr,bushara
irishn,krishn
shainaj,shahnaj
sabiyc,sabiya
jenoy,jenny
tgbbasum,tabbasum
barty,barti
palnu,pallu
kalua,kalla
jaljeet,baljeet
ranjmet,ranjeet
fvyaz,fiyaz
martina,marzina
sudochna,sulochna
ricwana,rizwana
rurhar,rukhar
rasmi,rasmi
vidyasatt,vidyadatt
nenoy,nency
baoal,badal
adart,amart
goetu,geetu
virpat,virpal
zpba,zeba
leera,leena
khaman,chaman
malkpat,malkiat
rpwana,rawana
isiant,ishant
pxyus,piyus
whisa,dhisa
kanda,kanda
harisheb,harishen
szsanto,susanto
birajbheshan,birajbhushan
aftgb,aftab
bhudhashen,bhudhashen
ujana,ujama
cishun,bishun
hilu,nilu
ijhaq,ijhar
najrkn,najrin
khanrti,khairti
guruvachnn,guruvachan
kavikash,kavilash
ganpatzam,ganpatram
smhrik,sahrik
kuwli,kulli
bajl,rajl
soaa,soba
choabil,chhabil
parhalwd,parhalad
sarangtpem,sarangthem
lda,uda
tbrif,tarif
mrishna,krishna
sukshata,sukshana
tamta,mamta
suwodhin,suwadhin
surna,sugna
sheleydra,shelendra
pqrmod,parmod
najarama,najarana
cxando,chando
swhjal,sehjal
gamer,gamer
ruckmfni,ruckmani
ghancyam,ghansyam
dulare,dulari
puyan,puran
bllram,balram
karirhma,karishma
tulsiram,tulsiram
hamin,aamin
hakimuddiz,hakimuddin
foolmata,foolmaya
sxam,sham
tear,pear
pardhumas,pardhuman
vaishwli,vaishali
shahvaj,shahnaj
ramdvtar,ramavtar
uaninder,maninder
gmanjeet,amanjeet
najira,najira
rasnda,rasida
lixu,lilu
chama,chaya
lajlu,lallu
navhen,naveen
kowlya,koslya
